key,fare_amount
2015-01-27 13:08:24.0000002,11.2656280520898
2015-01-27 13:08:24.0000003,11.266687980283777
2011-10-08 11:53:44.0000002,11.26593054553886
2012-12-01 21:12:12.0000002,11.265690091715909
2012-12-01 21:12:12.0000003,11.265028397566173
2012-12-01 21:12:12.0000005,11.265611192476081
2011-10-06 12:10:20.0000001,11.266347071621015
2011-10-06 12:10:20.0000003,11.271950928663875
2011-10-06 12:10:20.0000002,11.26666731422261
2014-02-18 15:22:20.0000002,11.266412500605883
2014-02-18 15:22:20.0000003,11.265519394878766
2014-02-18 15:22:20.0000001,11.266491591625973
2010-03-29 20:20:32.0000002,11.26591797768978
2010-03-29 20:20:32.0000001,11.266175890918865
2011-10-06 03:59:12.0000002,11.266590506546043
2011-10-06 03:59:12.0000001,11.267060000549797
2012-07-15 16:45:04.0000006,11.265938572807542
2012-07-15 16:45:04.0000002,11.265641335215253
2012-07-15 16:45:04.0000003,11.265959402050505
2012-07-15 16:45:04.0000004,11.266198148202173
2014-10-29 02:09:56.0000001,11.266830297801619
2014-06-14 13:39:00.00000010,11.26629080860235
2014-06-14 13:39:00.00000060,11.26639167040753
2014-06-14 13:39:00.00000087,11.26630092119295
2014-06-14 13:39:00.00000050,11.264755583103753
2014-06-14 13:39:00.0000003,11.2662619709383
2014-06-14 13:39:00.000000158,11.263808335802604
2014-06-14 13:39:00.00000015,11.267913422923593
2014-06-14 13:39:00.00000073,11.266015721732023
2014-06-14 13:39:00.00000077,11.265365961480837
2014-06-14 13:39:00.000000145,11.267046423002812
2014-06-14 13:39:00.00000079,11.265702452001133
2014-06-14 13:39:00.000000121,11.266558083921034
2014-06-14 13:39:00.00000021,11.26543805729981
2014-06-14 13:39:00.0000005,11.265850454442988
2014-06-14 13:39:00.000000165,11.265841101964975
2014-06-14 13:39:00.000000184,11.265845168289813
2014-06-14 13:39:00.00000059,11.265746034116065
2014-06-14 13:39:00.00000070,11.265805364132865
2014-06-14 13:39:00.00000068,11.266491836104146
2014-06-14 13:39:00.000000133,11.267348656692535
2014-06-14 13:39:00.000000128,11.266342392413627
2014-06-14 13:39:00.000000136,11.267027701647152
2014-06-14 13:39:00.00000017,11.266752778071565
2014-06-14 13:39:00.000000111,11.266137022137691
2014-06-14 13:39:00.000000115,11.265627925519746
2014-06-14 13:39:00.000000168,11.266113701006777
2014-06-14 13:39:00.00000031,11.26634091425284
2014-06-14 13:39:00.000000116,11.266001290298526
2014-06-14 13:39:00.00000051,11.265936521197037
2014-06-14 13:39:00.000000193,11.265502405544462
2014-06-14 13:39:00.000000132,11.266315195659592
2014-06-14 13:39:00.000000167,11.264538735321599
2014-06-14 13:39:00.00000044,11.26632547693554
2014-06-14 13:39:00.000000138,11.26571998578065
2014-06-14 13:39:00.00000066,11.265284464912718
2014-06-14 13:39:00.00000063,11.266996511731115
2014-06-14 13:39:00.000000154,11.266504351268447
2014-06-14 13:39:00.00000097,11.265552253000077
2014-06-14 13:39:00.00000067,11.265542928660716
2014-06-14 13:39:00.000000179,11.265741066640816
2014-06-14 13:39:00.00000092,11.265380532167834
2014-06-14 13:39:00.00000029,11.26579382168976
2014-06-14 13:39:00.000000177,11.266275321992845
2014-06-14 13:39:00.000000192,11.266443281648922
2014-06-14 13:39:00.000000181,11.265873419133445
2014-06-14 13:39:00.000000120,11.266629723579808
2014-06-14 13:39:00.0000008,11.266376689095893
2014-06-14 13:39:00.000000103,11.265903485216711
2014-06-14 13:39:00.00000049,11.265105776923686
2014-06-14 13:39:00.000000108,11.2657810617492
2014-06-14 13:39:00.00000072,11.26611329468288
2014-06-14 13:39:00.000000182,11.26675672272054
2014-06-14 13:39:00.00000061,11.265890878331556
2014-06-14 13:39:00.00000093,11.265812787846672
2014-06-14 13:39:00.000000170,11.266341626217455
2014-06-14 13:39:00.000000147,11.268380856028228
2014-06-14 13:39:00.000000140,11.266046633753279
2014-06-14 13:39:00.000000159,11.266247165378035
2014-06-14 13:39:00.00000012,11.26651799146931
2014-06-14 13:39:00.00000025,11.266164687697943
2014-06-14 13:39:00.000000156,11.266074475719444
2014-06-14 13:39:00.000000152,11.26632019817343
2014-06-14 13:39:00.000000129,11.266653414952769
2014-06-14 13:39:00.000000119,11.264921174675116
2014-06-14 13:39:00.000000118,11.266363175026015
2014-06-14 13:39:00.00000076,11.265966649312107
2014-06-14 13:39:00.000000135,11.265633145183015
2014-06-14 13:39:00.00000023,11.266198407998306
2014-06-14 13:39:00.00000082,11.265704732187512
2014-06-14 13:39:00.000000125,11.265225024546533
2014-06-14 13:39:00.00000075,11.265581289371672
2014-06-14 13:39:00.000000124,11.266165707107854
2014-06-14 13:39:00.000000172,11.266184095934657
2014-06-14 13:39:00.00000024,11.265617830958458
2014-06-14 13:39:00.000000169,11.265295896609283
2014-06-14 13:39:00.00000052,11.266569238292064
2014-06-14 13:39:00.000000161,11.266705089044368
2014-06-14 13:39:00.00000038,11.265828728559912
2014-06-14 13:39:00.00000035,11.265451306105449
2014-06-14 13:39:00.00000053,11.266094097001002
2014-06-14 13:39:00.000000183,11.26657965807607
2014-06-14 13:39:00.000000131,11.27160475617946
2014-06-14 13:39:00.000000180,11.266389297042455
2014-06-14 13:39:00.000000130,11.265950962982874
2014-06-14 13:39:00.00000032,11.266388346774134
2014-06-14 13:39:00.000000148,11.266500049473924
2014-06-14 13:39:00.0000007,11.26570939973771
2014-06-14 13:39:00.00000095,11.265512016418676
2014-06-14 13:39:00.000000144,11.265999468811788
2014-06-14 13:39:00.000000141,11.269621750865543
2014-06-14 13:39:00.000000162,11.26487990256063
2014-06-14 13:39:00.00000018,11.266768422831673
2014-06-14 13:39:00.00000054,11.265467112242906
2014-06-14 13:39:00.00000040,11.265866170732847
2014-06-14 13:39:00.00000096,11.266514077081943
2014-06-14 13:39:00.00000055,11.264069607407029
2014-06-14 13:39:00.000000109,11.266678894846642
2014-06-14 13:39:00.000000151,11.265989753073796
2014-06-14 13:39:00.00000016,11.266677160834336
2014-06-14 13:39:00.00000062,11.266512262398349
2014-06-14 13:39:00.000000191,11.266108058944466
2014-06-14 13:39:00.00000034,11.266240975400768
2014-06-14 13:39:00.000000160,11.265947760719898
2014-06-14 13:39:00.00000013,11.266018848784785
2014-06-14 13:39:00.000000188,11.266026263086799
2014-06-14 13:39:00.00000086,11.266470249440678
2014-06-14 13:39:00.000000185,11.266624604069316
2014-06-14 13:39:00.00000074,11.265695529867687
2014-06-14 13:39:00.00000022,11.264963334677363
2014-06-14 13:39:00.00000036,11.266367306589181
2014-06-14 13:39:00.000000126,11.266354422332187
2014-06-14 13:39:00.000000190,11.26654192089692
2014-06-14 13:39:00.00000042,11.265790424638999
2014-06-14 13:39:00.000000178,11.2656098458446
2014-06-14 13:39:00.000000163,11.26605274505005
2014-06-14 13:39:00.00000020,11.26679585840388
2014-06-14 13:39:00.00000098,11.265819006319076
2014-06-14 13:39:00.000000114,11.267146715433368
2014-06-14 13:39:00.00000045,11.2654278332013
2014-06-14 13:39:00.00000094,11.26630466939728
2014-06-14 13:39:00.000000146,11.266164060752889
2014-06-14 13:39:00.00000033,11.265512448393604
2014-06-14 13:39:00.000000143,11.266265094146842
2014-06-14 13:39:00.000000107,11.265868695318728
2014-06-14 13:39:00.00000048,11.26563933639198
2014-06-14 13:39:00.00000043,11.266162745007815
